doc_key,processed_entities,output_tokens
681,dead maid; printed; drinking water; Messages; Second homes; civils servant; caused; companies; Truth and justice; government; citizens of Kronos; Insects; Juliana Vann; streets; insects; concern; ten years old; Large boats; cancer; peaceful meeting; Tiskele; Elodis; elected; Play; Abila; Park; life style; citizens; Light posts; Civil servants; image; Cars; rough; Public wages; message; few years ago; Luxury; public conscience; 2013/06/22; barricades; police force; nice; Kronos; Post; Coffees; benzene; peaceful meeting; President Kapelou,346
682,Ministry for health; civils servant; Meeting; government; food; Assistance; country; poison; Petition; Tiskele; Elodis; Statistics; poison; Reese; Pondo Reese; Ministry; community; Medical discs; counters; children; Documents; Kronos; Harvest; Hearing; Health; Henk Bodrogi,516
683,Assembly; founder; Jeroen; POK; corruption; Juliana Vann; measurements; El; ABILA; Elodis; vision; Elian; Elian's father; Abila; avarice; Police force; Sticks; challenges; 2012/06/22; future; environmental catastrophe; Antaura Karel; Elian Karel; personal life; voyage; Pepper.; Crowd; Kronos; dream; public civil servant; victims; course; thrives; healthy; Henk Bodrogi,529
684,incidence; ethylene glycol; Nespola; Kronos; phenol; cancer; chronic disease; oncology; Elodis; supply water; hospital general; Abila; HASR; acetic anhydride; wire; specialist,53
685,Abila Hospital; Government; Transparency; companies; Abila Town; POK; government; The Orb; corruption; Juliana Vann; negligence; Bottom; ABILA; effort; transparency; Abila; Park; Jon L.; Foreign; responsibility; calls; discs; Demonstrators; taxes; 2009/03/09; Roads; benefit; President Araullo; Karel; Position; president; clean water; Town; office; Elian Karel; bases; Protestor; improvements; president; promised improvements; GAStech; Kronos; dynamic movement; Foreign Gas Operations; Henk Bodrogi; Health; Life,554
686,years; 1. Occupied; say; xylene; I; and; Help; 8. Function; Oil; civil servant; 16. Bolt; Disasters; 200; toxins; a; life; May 15; 4. Fields; toluene; 24. Gas company; downtown; UNEXPECTED; 14. Darkness; levels; myself; two; selenium; Community; agriculture; perhaps; making; long; Formation; 18. Children; defects; Health for All; time; Citizens; Hank Fluss; Agreement; K; hectares; of; 19. School; upstream; 5. High children; Elodis; Tiskele; Communities; purchases; 13. House; Tractor; broken; 25. Back; Water; fathers; Reese; water; farmer; 21. City; Pondo Reese; 22. Generations; 17. Cash clerk; Reynolds; GAStech; ground; tests; source; The part three; room; Telephone; 6. Titrates; KRONOS; Government; History; diseases; 15. Worship; 12. Drudgeries; Writer; soil; 23. New people; SOURCE; material; city; his; cultivated; Tiskele River; Kronesian; 3. Sun; provision; father; Bodrogi; Gas; stiff; operation; Kronos; 2. Stiff farmer; Sanjorge Jr.; Henk Bodrogi; part; Harvests; production; occupied; undervaluation; ferro; 1998/04/27; 9. Dinner; birth; 26. Years.; 11. School; 20. Gas company; an; their; tractor; City; Sanjorge; stabbed; little; more; Completion; 10. Children; store; added; more; International Agency; repair; arsenic; 7. Lunch; Civils servant; few; worked; benzene; lead,1314
687,Vehicles; Protest; Muddling; access; civils servant; Residents; POK; government; prison; five; activists; interview; Sequence of operations; Demonstration; Elodis; Tiskele; Company; Argument; protestateurs; Abila; farm; Windows; Charley Normand; GAStech; requests; Poison!; police force; Drivers; Kronos; Service; Downwards; stopped; 2001/09/01; Juliana!; Health,185
688,"GAStech; 8 AM; ""songs of the farmer""; Kronos; traffic; ""songs of the farmer""; Tiskele; POK; ""this is our ground""; protesters; federal police force; Balancing; songs of protest",256
689,Government; Civil servant; Family; Old woman; Kronos; ABILA; Tears; Chief Silvia Marek; POK; Death; 2012/11/12; Workers; Disease; Soiled water; Chief Silvia Marek; Deals,310
690,1996/03/15; History; Decades; 5 times larger; Come; They too proud; President!; Thanks you; ABILA; Tiskele; One hopes; Minister of the Interior; President Araullo; Sarto owere; President; Foreign investment; Plan; Dividends; GAStech; Kronos; Harvest,101
691,Capital; Babble; Demonstration; Elodis; POK; Police Force; Maximum; Demon; President Kapelou; Tuesday,256
692,Extra Protection; Government; POK; slogans; Future; environment; GAStech construction; undulating signs; Elodis; pollution; Rufus Drymiau; Abila; foreign companies; President; visages; Kapelou; employees; Elian Karel; GAStech; Kronos; und; Rallies; Police Force; Public; reports,304
693,municipality; Cesare Nespola; source water; Kronos; ABILA; Dr. Ronald Gerard; office of Nespola; Elodis; pollution; surface water; general hospital Abila; 1998/11/10; oncology Tethys; bend Tiskele; history; press communication,80
694,Protest; Approaches; Rubber balls; POK; SOURCE: The Truth; Chaos; Mob; Tax evasion; Police; Siopa; ABILA; Guards; Riot control; Peaceful; Leader Elian Karel; Declaration; Violence; Police force; Contain; 2009/06/21; Innocent citizens; Peace; Protest signs; Collection; Rioters; Resources; Angry activists; Kronos; Riot; Tear gas; Streets; Death; Justify; Chants; Bullhorn; Change; President Kapelou,288
695,Health care facilities; Araullo; Health care facilities; Lucky; Administrator; Boiler; standard of living; modernize; Trucco; General hospital; New; 1995/11/23; Plants; Abila; life; Facilities; Little girl; life style; President Araullo; Out-of-date; hospital; Old; Funding; Lack; Electrical fires; Hospital; foreign investment; Kronos; Modern; Decade; projects,512
696,Sten Sanjorge Jr.; GAStech; International GAStech; 5 millions cubic meters; President; Tiskele; Rufus Drymiau; Kapelou; bending; areas; Abila; Tethys; CEO,256
697,bldg.; cars; group; Siopa; emblem; police force; hooligans; Kronos; water guns; inner city; tear gas; mob; Abila; plundered; shop windows,256
698,civil servants; rubber balls; POK; government; adressed; chaos; windows; Juliana Vann; babble; protest; dragged; young kids; mob; pepper spray; water guns; Capitol; police forces; line.; chanting; Elian Karel; police force vehicles; Dorel Kapelou; GAStech; police force; tear gas; damage; Tethys,94
699,Prosperity; Success; Values; Mental sickness; Modernization; Abila; Industry; Progress; Foreign experts; Foreigners; Culture; President Araullo; Trade; Foreign investment; Foreigners; Open; Investment; Foreign companies; Chance; Kronos; People,290
700,financing; Cesare Nespola; programme; work; disappointed; restructure; 23; rural health projects; My office; assignment; ABILA; gas; provide.; rural help municipalities; country areas; health care; energy sector; president Kapelou; funds; added tax measure; taxes; 2001/03/18; clean water projects; office; year.; revised; current gas and oil taxes; general meeting; oil; supply health information; assembly; foreign investment; year; Kronos; voice; poll; development; reports; feared; minister of health; revised added tax measure; 77,143
701,Sten Sanjorge Jr.; GAStech; families kidnapped; resolution; crisis; President; Kapelou; Capitol; Abila; 20th year cooperation; Tethys; Sanjorge; 2014/01/21; fast; safe.,58
702,Kronos-Kronos; Monument; Bldg.; Sanjorge obligation; Citizens; Future; Sport overview; Steel; Office space; Conference facilities; ABILA; Sanjorge; Glass; Geologists; GAStech; Kronos; Regional managers; Minister Sarto; Sanjorge Jr.; Support staff; Engineers; Construction; Thriving,256
703,attack; civil servants; police force; serious crime; Kronos; justice; government possession; POK; caught; spray-painted; emblems; vehicle; brought.; Abila; tree-tame,45
704,Potential; Opening up; facilities; promote; Sarto; Areas; Tiskele; Abila; Bending; port; Tethys company; energy; Win-win; international GAStech; energy development; Port agreement; GAStech; Kronos; Tethys,328
705,contribution; Karel Karel; Karel Karel; Karel; Kronos; nation; well-being; nation; Elian; Elian Karel; people,512
706,Events; POK; Juliana Vann; Marek; Memorialize; Strike candles; Abila; Police force; Violence; Hooligans; Leader; Care; Civil servants; Karel; Adrien Carman; Silvia Marek; Elian Karel; Signs; Police force spokesman; Movement; Crime; Summer; Kronos; Figurehead; Chants; Popular figurehead; Members; Control; Mare,512
707,vacation; police force; Cesare Nespola; Kronos; ABILA; security strength; president Kaeplou; threats; POK; telephone conversation; family; Andreas; Vincent Kapelou,47
708,years; nine; research; anarchist; law enforcement; federal agencies; POK; ransom request; ABILA; criminal; Abila; 2014/01/21; residence; employees; action; GAStech; police force; Kronos; donors; different years; ten; course; violent; press conference,256
709,GAStech; Edvard Vann van Abila; Ministry of Foreign Affairs; Kronos; Tethyn; POK; Federal of the ministry Tethyn; Abila; Police force; Tethys,256
710,2005/04/08; forum; Arrived; Violating; POK; Handcuffs; government; national environment policy; Law; declaration; Bending Tiskele; discussion; Support; representatives; Three hours; Sri Lanka; Rufus Drymiau; Place of bending Tiskele; environment policy; Police force; democratic process; Near protesters; citizens; Government possession; contact; State country; Leave vehicles; Protesters; Meet; The movement of the block; Lake; Commercial obstruction; assembly; Blocking access; The Truth; 5:30 a.m; Closed weapons; Entrance; government spokesman; Truck drivers; Tuesday,358
711,"vote; realms; high paying; companies; infrastructure development; tax incentives; government; gas fields; areas; favor; billion; 1993/01/20; tax; country; ABILA; dollars; Tiskele; 5,000; 86; ministry; undeveloped; parliament; internal projections; 14; parcel; bending; president; energy development; agreement; following 20 years.; incentives; turnover; foreign investment; hopes; Kronos; clear; course; orientation point; honest; president Araullo; poll; minister; Tomas Sarto; living; Kronosians; development; inland country",164
712,Government; Security reasons; Flame; Protests; POK; Broken glass; Pepper spray; Mob; Shotguns; Poor; Realms; Government bldg.; Civil servant; Heroic; Babbles; General hospital; ABILA; Abila; Police force; Violence; Cheap goods; Detritus; Demonstrators; Protesters; Wounded; Critical condition; Rich; Protestor; Crazy; Kronos; Beanbags; Tear gas; Streets; 2012/06/21; Water guns; Vandalized; Fire,325
713,Cesare Nespola; Kronos; Araullo; President; Central University Tethys; Minister of Health; 2001/06/15; Vincent Kapelou,39
714,hospital; Cesare Nespola; 1999/07/04; lower Nespola; program; overall; specialists; development taxes; strong verdediger; general staff; gas; Abila; country areas; qualified doctors; health care; 10%; health; citizens; practice medicine; well-being; clean water projects; action; oil; measure; Kronos; dozen; financial incentives; highest doctors; health information,92
715,birthday; Vann; POK; animated; 10; guards Kronos; government; natural wealth; activists; country; 2001/08/31; ABILA; fossil fuels; one person; whole; further violence; Adrien Carman; guards; people; GAStech; violence; police force; Juliana; Kronos; protestors; Gurganus; picture; members; there; development,330
716,orientation point agreement; citizens Kronosian; era of chance and fortune; large country; infrastructure; 50%; new era; education; ABILA; Sri Lanka; Tiskele; health care; President Araullo; 1993/03/14; Sten Sanjorge Jr.; GAStech; unprecedented investments; $1 billion; tax income; Kronos; chance and fortune,256
717,continue.; Kronos; violent demonstrations; ABILA; thousands of dollars; President Kapelou; Rufus Drymiau; POK; opportunistic vandalism; damage to bldg.; government spokesman; ventures; 2011/07/28; little care; perilous situation,66
718,"GAStech; IPO; 2013/09/03; Sten Sanjorge, Sr.; Sten Sanjorge, Jr.; $3.75 billion; Tethys; CENTRUM",45
719,"Transfer; GAStech; Sanjorge, Jr.; Corruption; Government; Clean water; Protest; Plundering; Kronos; Babble; International; Elodis; Vandalism; Abila; Fire bomb attacks; Tethys; Human rights",59
720,Ingmar Casablancas; GAStech; Kronos; Conservation; Workshop; Environment; Thriving; Cleaning; Safe; WFA,256
721,"Sanjorge family; 1994/02/18; Member; Heart attack; Sten Sanjorge; Prayed; Forward institution; Willem Gracias; Council of management; Chamber of the center; Sten Sanjorge, Jr.; Sanjorge; Truth clerk; President Emeritus; Centrum; Leader; SR.; President; Ingrid Sanjorge; Everyone; GAStech; International; Tethys",101
722,"Pillar of the east; East of Abila; Joy; Depth of fills; Agreement; $300 millions project; Solid mass; Abila; Phases; Port dredge; Open; Raising the pillar of the east; Two kills birds with one stone; Import and the export trade.; 1993/09/21; Kronos; Container ships; New, larger container ships; World; Present improvements",135
723,"GAStech; $29.5; GAStech; natural gas processing; Wellness for all; $29.5 millions; 1999/02/20; Kronos; $110 millions; Sten Sanjorge, Jr.; installation; tempo",512
724,Tiskele have; GAStech; Kronos; Sten; ABILA; Asteria; 1994/09/25; potential; Tiskele; bending; Sanjorge; Tiskele; Tethan; Jr.; February; Sten the international; GAStech international,256
725,Sten Sanjorge Sr.; strict Fluss; President and CEO; CENTRUM; $327.25 millions; widow; Ingrid Barranco; 5 millions cubic meters; Ada campo-Corrente; gas; daily; Tiskele; Willem Vasco-Pais; $1.96 billion; $1.27 billion; Orhan Strum; bending; cofounder; Sanjorge Sr.; $96.25 millions; Sten Sanjorge Jr.; GAStech; $38.5 millions; Kronos; International; are GAStech; worth; 2013/12/17; Sanjorge Jr.; Tethys; CEO; Kronos exchange well fields; Beatriz Fluss,512
726,Corruption; Government; Proportion; Davos; Petr Noriega; Good time; Insurance; Time; Laundering money; Brought in.; Drug trafficking; Investment; Holdings; GAStech; Kronos; Standard; International; Switzerland; Sanjorge Jr.,64
727,Troop to energy companies; Troop to developing countries; Europe; Troop to high income countries; Fossil fuels; United States; High income countries; Troop to cheap energy; Troop to Kronos; ABILA; Troop; Troop to; Individual tax; Collective tax; Troop to infrastructure; Tax discontinuances; Modernize; Gas investment; Developing country; Deviations of regulations; Kronos; Infrastructure; Energy companies; 1992/12/12; World; Competitive advantage; Cheap energy; Preferential tariffs; Developing countries,320
728,flickering; common practice; downriver; locals; government civil servants; night; Rebecca Cato; Tiskele; Elodis; evacuated; Abila; ambulance; methane gas; houses; Sten Sanjorge Jr.; GAStech; Kronos; underground; fire; CEO,71
729,GAStech; link; developing country; Kronos; ABILA; government; 2000/01/16; positive increase; GDP; service of economy; international,38
730,Government; burn; Protest; break; Bldg.; POK; Sign; government; common citizen; word; Pollution; chain; windows; security; eventual aim; protest; bldg.; prepared; door; matter; own city; Health Standards; apprehension; realize; there; group people; citizens; person; terrorist; employees; Kronos.; private possession; beat; GAStech; cars; violence; Kronos; only; violate; one; Sanjorge Jr.; fear; Chanting; uses; entrance,141
731,"GAStech; environment; 1995/04/01; avulsion; water; technique; government; pollution; HASR; Sten Sanjorge, Jr.; Tethys; waste products",45
732,2003/05/19; GAStech; Jr.; SR; 40 years; Kronos; 12 children; Hank Fluss; Fluss; Sten Sanjorge; Sten Sanj; 54 years; Tethys; Sanjorge; 5 children; Beatriz Fluss,294
733,Sten Sanjorge Jr.; GAStech; GAS; Kronos; GAStech-Kronos; Abila; Sanjorge Jr.,256
734,10:00; Press; Udawalawe Reservoir; civil servants; local time; Fatboy Slim; The Road to Ruin; company civil servants; Primrose Hill; government; reception transitioning; fire alarm; kidnappers; Beverley Martyn; GAStech employees; Speculation; Edvard Vann; department of the police force; abduction; Island Records; Uva Provinces; 2014/01/20; Sri Lanka; research support; annual collective meeting; diversion; at least contributed.; Abila; GAStech President; Udawalawe National Park; GAStech CEO; 20 January; misfiring; Abila Kronos; Palookaville; Martyn; 30 June 1972; most important office; Danny Thompson; office; John; Road to Ruin; Motivation; Responsibility; Sten Sanjorge Jr.; GAStech; Kronos the security guard; Sabaragamuwa; affirmative reports; Kronos; fire alarmAssistant: Abila; Walawe River; Colombo; GAStech IPO; event; possible; fire; Removal; Kronos headquarters,299
735,GAStech; Environment legislation; Groundwater pollution; Kronos; I; Ivar Blanes; Tethan; Tethys; Local government,256
736,"Past; border; Coming success; government; Future; day; protest; unfounded; Tri-part flame; Company; Clean fuel alternative; Abila; 2009/05/16; Present; Emblem; Competitive industry; water pollution; statements.; Sten Sanjorge Jr.; GAStech; Records; Sanjorge, Jr.; Booklet; response; Kronos; libelous; Changing; rails; Tethys; CENTRUM",115
737,"Another country's gain; Tethys government; Waste products; Tethys' loss; Sten Sanjorge, Jr.; Water contamination; Tethys; GAStech International",53
738,"GAStech International's logo; Government; GAStech International's past; GAStech International's leaf; Abila; Sten Sanjorge, Jr.; GAStech International's press; Water contamination; GAStech International; Allegations; GAStech International's future; GAStech; Sanjorge, Jr.; Kronos; February 19; Libelous",512
739,Kronos; Bureau of Economics; Bureau of; GDP; GAStech International,256
740,Ingmar Casablancas; Kronos; Government of Kronos; Alleged Charges; Environmental Safety Advisor; Cooperation; Wellness for All (WFA); GAStech International; Unfounded,256
741,Environmental regulation; Groundwater contamination; Kronos; Tethys Interior Minister; Tethan Interior Minister; Ivar Blanes; Tethys Interior Minister; Tethys; GAStech International,256
742,Abila Police Department; Kronos Government; Fire alarm; Fire Department; Fire trucks; Edvard Vann; Abila Fire Department; Abila; GAStech International; G; Corporate meeting; Sten Sanjorge Jr.; GAStech; Kronos time; Kronos; Protectors of Kronos; GAStech IPO; Kronos Government officials; January 20th; Fire,332
743,50 million dollar; GAStech; Kronos Government; Abila; GAStech-Kronos; Abila; Sanjorge Jr.; 10 October 1995; GAStech International,256
744,go; downriver; locals; Rebecca Cato; government officials; doors; middle of the night; Elodis; night; details; evacuated; Abila; GAStech International; ambulance; methane gas; Sten Sanjorge Jr.; GAStech; Kronos; Tiskele Bend site; homes; flare; fire; CEO; well production testing,512
745,"Natural gas processing plant; Fourth quarter; Kronos; Wellness for All; $29.5 million; $110 million; Sten Sanjorge, Jr.; November 13th; GAStech International",46
746,$327.25 million; Ada Campo-Corrente; Hank Fluss; Ingrid Barranco; $38.5 million; Sanjorge Jr.'s 51% stake; Kronos executives; Willem Vasco-Pais; $1.96 billion; GAStech International; $1.27 billion; Orhan Strum; $96.25 million; Sanjorge Sr.; Tiskele Bend; GAStech; Kronos; Sanjorge Jr.; Beatriz Fluss,316
747,"international company; gas fields; Hank Fluss; 5 children; 54 years; Sten Sanjorge, Sr.; CEO Sten Sanjorge, Jr.; heart attack; GAStech International; Centrum; multi-billion dollar operation; financial ruin; environmental causes; GAStech; 12 grandchildren; Kronos; Tethys; Beatriz Fluss",86
748,Flock; win-win situation; individual tax; income; Kronos; Energy companies; infrastructure; preferential tariffs; derogations from regulations; European countries; developing countries; cheap energy; corporate tax; work force; fossil-fuels; incentives; United States,59
749,East Pier; Introduction; Kronos; Container Ships; Port Expansion; Port of Abila; Deal; Port of; Abila; $300 million; World; Director Claudio Morluniau; Import and Export Trade; GAStech International,256
750,"Centrum Children's Hospital; Sten Sanjorge; Willem Gracias; Sten Sanjorge, Jr.; GAStech International; And dignity; President Emeritus; Centrum; Centrum Chamber; With a renewed vision; Ingrid Sanjorge; Sanjorge, Sr.; Sanjorge, Jr.; Yet he still casts a shadow; Board of Trustees; Tethys",116
751,"Sten San; Sten Sanjorge, Sr.; Sten Sanjorge, Jr.; Sanjorge, Sr.; GAStech International",256
752,"Corruption; Protests; Devolving; $20M; Fire bombings; Human rights; Ransom demand; The Protectors of Kronos; Capital; Looting; Elodis; Abila; Sten Sanjorge, Jr.; GAStech International; President; Government of Kronos; Tethys; Clean water; Kronos; Riot; Tethys; CEO; Vandalism",256
753,Sten Sanjorge Jr.; Kronos; Jobs; Cheaper and cleaner fuel; Asteria; People of Kronos; Tethan fields; Conservative estimates; Preliminary test well results; Tiskele Bend; GAStech International; Lives,67
754,Corruption; Personal; Healthy; Milieucatastrofe; Jeroen; POK; Citizens of Kronos; Father; Juliana Vann; Future; Blame; Victims; Three years; Dream; Vision; Elodis; mob; Elian; Abila; peper spray; Course; Time; Jeroen Karel; Agriculture company; Pay homage; Public civil servants; Rappers; Silvia Marek; Travel; Eyes; Participants; Antaura Karel; Elian Karel; Living; Measures; Cupidity; assembly; Suffered; Babbling couples; police force; Kronos; batons; People of Kronos; 2012/06/21; People; Henk Bodrogi; Pace; Easy; Challenges; Life; Thriving,612
755,remember; Bone strength traumatism; Dead; government; verdedigers; Hours; natural wealth; July 2010; death; chant; transparency; Elian; Abila; Kronosian; Cracks; City; Witness declaration; foreign companies; remind; policy; Karel; 2010/06/21; guards; Elian Karel; shout; group; Juliana; Kronos; public places; justice; Tax fraud; Abrasion; Coroner; remind.,104
756,weapons; songs; paddle; POK; POK; birth country; movement; country; police van; Tiskele; facility; stop; protest songs; farmer; ports; federal police force; GAStech; Kronos; protesters; weavers,256
757,"Share; woman; South-East Asia; scientific analysis; Selenium; Joclyn Reynolds; Sri Lanka; house; Problem; plants; Fluss; Water specialist; Benzene; Higher staff employees; couple year back; Arsenic; profits; Udawalawe Reservoir; Container; Soya broad beans; Size; Disposal; Elodis; Tiskele; Communities; Toluene; Production detritus; Plants; gas company; problem; Udawalawe National Park; dark; Agriculture company; Bodrodgi; Town civil servant; 30 June 1972; Motor tractor; Xylene; Pondo Reese; Agriculture; Oil and gas development; Tell me more; 15 May, 1998; Sudden; GAStech; Country; Wellness for all; Keren; Colombo; Busy; Natural; Task healthy; government civil servants; material; Irrigation; land; Uva Provinces; Drinking water; citizens; Room water; Tests; Ms. Reynolds; M. Henk Bodrogi; Interest; Bolt; GAStech operation; Natural disasters; agreements; Sabaragamuwa; Earthquake; Sources; Kronos; community Kronesian; Lead; school; River; Henk Bodrogi; worship days; Wiry farmer; Ferro; 1998/04/26; Amounts; Representatives; Community LEADERs; Civil servant; S; River Tiskele; Representative; Environment; Sten Sanjorge, Jr.; Sanjorge; Well-being; Birth shortages; International agency; children; Task healthy; Walawe River",821
758,Cesare Nespola; Kronos; Elodis; Minister of; Abila; Minister of Health; General Meeting,256
759,favoritism; Elodis town park; Kronos; ABILA; 2012/04/11; Silvia Marek; citizens of Kronos; political corruption; afternoon,55
760,six hours; profiteering; Udawalawe Reservoir; park; question; office of the President; Fatboy Slim; Araullo; foreign gasverrichtingen; demonstration; The Road to Ruin; infrastructure; Primrose Hill; POK; restoration; Beverley Martyn; city; plumber; Island Records; Uva Provinces; Sri Lanka; collection; auditors; President; Abila; Jon L.; government transparency; Udawalawe National Park; health; ministers; cronies; taxes; Palookaville; systems; Martyn; 30 June 1972; Karel; President; general hospital; Danny Thompson; Tax incentives; replace; clean water; John; Road to Ruin; elektro; enthusiastic; contracts; improvements; work systems; Sabaragamuwa; Kronos; bad health; campaign; Walawe River; Colombo; family; position; profits; Henk Bodrogi; duty of responsibility,768
761,Valeria; Delivered; research; other vehicle; Nocturnal; truck driver; Carmine; end sign; Elodis; Abila; junction; right of manner; 25 years; Commissioner Koppolis; truck; GAStech; police force; Celia; Adian Koppolis; driver; Elodis town prison; stopping,302
762,Kronos; Wellness; Elodis; Chronic sickness; 252%; Mortality rate,23
763,Cancer; Municipal Internet site; General hospital; Kronos; Minister of health; Elodis; Vinegar anhydride; Lead; Ethylene glycol; The Wrap; Chronic sickness; Abila; Phenol; Oncology specialist; Water supplies; Nespola; 2000/06/02,64
764,devastate; Wellness; Internet site; posted; Nespola; controversial boring technique; cancer; Elodis; mortality rate; Abila; cancer specialist; health; general hospital; residents; Kronos; HASR; minister of health; chronic sickness,57
765,Care; Deaths; Cesare Nespola; Responsible; Sickness; Kronos; Water pollution; Years; Group; Elodis; POK; Turn; Further; Action; Minister of Health; Henk Bodrogi; Local residents,56
766,private burial services; Wellness; river Tiskele; Juliana Vann; toxic detritus; benzene poisoning; Elodis; Tiskele; Tethys company GAStech; deaths; 21 augusts; 1998/08/21; G; 20 km; doctor; GAStech; Juliana; Kronos; family house,313
767,Kriste Brontes; minister of justice; POK; Juliana Vann; cracks; changes; Tethyn company; news; collection; March; optimistic; Elodis; Abila; toxin poisoning; Karel; President; office; Elian Karel; LEAD; GAStech; police force; Kronos; 2009/06/20; Michale Kraft; LEADER,512
768,"Sten Sanjorge Sr.; Osvaldo; Soya broad beans; agriculture city; Hank Fluss; milk; two hardware rises; Tiskele; Elodis; small peaceful municipality; house; 25 April, 1998; street; Sanjorge SR; café; Agriculture company; Reese; Tethys; families; Sten Sanjorge Jr.; GAStech; Kronos; agriculture; two markets; Henk Bodrogi; mail; Tethys; one gaspost; lunch; generations",796
769,Wellness for all; Community center of health; vinegar anhydride; Kronos; chlorine dioxide; arsenic; Elodis; water supplies; persons younger than 30; 1998/05/17; gas boring transactions; benzene; chlorine dioxide; chronic sickness; toxin; medical report,256
770,Foreign Company Country; President Delouse Araullo; Improvements; Funds; 14; Measure; Education; Health Care; President; Minister of the Inland Country; Daily Kronosians; Question; Tomas Sarto; Offices; President; Resistance; Ways,293
771,years; drinking water; Government; Transparency; publicly; caused; environment toxin; cancels; Mestache Vardshvna; Juliana Vann; dead; ABILA; premature; bring; cancer; guards of Kronos; Karel; guards; LEADER; reported; old.; West coast; Elian Karel; LEADERs; many; collections; Kronos; lived; ten; Public money; exactly; Innocent; assassination,111
772,Vehicles; Udawalawe Reservoir; drivers; arrested; Fatboy Slim; Residents; Port; POK; Primrose Hill; The Road to Ruin; way; conversation; Poison; strong weapon; witnesses; government civil servants; Palookav; Beverley Martyn; five activists; police force Kronos; uniforms; Island Records; Witness; Demonstration; Tiskele; Elodis; Company; Sri Lanka; Uva Provinces; Abila; Facilities; Udawalawe National Park; Palookaville; John Martyn; 30 June 1972; Protesters; Danny Thompson; aims; John; Road to Ruin; GAStech; license plates; Sabaragamuwa; police force; Juliana; Kronos; Eye; protestors; access; Walawe River; Colombo; Mabel; crying; three parties; protesters; Health; River,640
773,GAStech; Kronos; ABILA; Luxury vehicles; Lord houses; President Kapelou II; Kronos the civil servants; CEO Sten Sanjorge Jr.,40
774,10 years; Cesare Nespola; 1999/07/09; POK; water supplies; leukemia; Juliana Vann; ABILA; upstream; gas; benzene poisoning; Elodis; pollution; deaths; house; perationsverrichtingen; Carmine Osvaldo; 1999/07/09; Kronos; sickness; local residents,280
775,present; Public Conscience; Government; civil servants; Groups; Truth; Aviators; flaunt; Citizens; venues; head bldg.; Coffee Houses; public-owned; afvalstortplaats; city; ABILA; collection; Weapons; Elodis; Tiskele; Light Poland; house; absurd; Abila; Collecting; hypothetical; life style; citizens; couple year; Shield; Batons; Civil servants; permit themselves.; public salaries; Ten Years; Kapelou; pressed; president; cleaning; suffered.; preferred; large boats; Benzene; river; Drinking Water; Cancer; toxic; Justice; Park Banks; Kronos; Plow; 2013/06/21; Streets; Brutal; People; Police Force; Barricades; second houses; luxury autos; Little Girl,190
776,Michale Kraft van Karel; Kronos; Karel; Karel; Elodis; POK; Karel are the LEADER; Abila; Elian Karel; 2009/03/13; LEADER,512
777,Recall Violence; Corruption; Government; Family; Town Civil Servants; 2011/06/22; Remind; Assassination; Larger Mob; Dead; Charges; Natural causes; Implied; Poison; Juliana Vann; Body; Confidential sources; Test; Bring Public Information; Products; El; Elodis; Court; Insurance; Abila; Police force; City; Elian; Yellowing Thing; Young Martyr; Water; Instability; Government Lie; Public Information; Karel; Unlawful Dead; Area; Ten Years Old; Cause of death; Benzene Toxin; Claims; Surrounding Town Park; Elian Karel; Questions; Research; Benzene; Communication; Drinking Water; Cancer; Justice; Juliana; Kronos; Contact; Cor; POK Rabble-Rousers; Death; Coroner; Michale Kraft; Police Force; Incinerated; People; Little Girl; Kronos GAStech,807
778,Medical Reports; civil servants; government; food; a group; us; kick; concerning; dust; Foreign Affairs; Wellness for All; a football; Elodis; signs; Abila; Request for Aid; Information; Scientific Test Results; Door Meetings; Ministry of Health; Aid; its shoulder; Health and Harvest Statistics; Results; poison; Reese; Civil Servants; Has it been worth it?; community; Which choice do we have?; Bodrogi; Signs; children; Window; Documents; its window; Justice; Interior; fight; Kronos; seeing; answer; seeing; Hearing; Bodrogi; shoulder; Health; Henk Bodrogi; its,584
779,Udawalawe Reservoir; Costs; Financial aid; Fatboy Slim; The Road to Ruin; Primrose Hill; Government civil servant; Polluted water; Beverley Martyn; Spouse; Island Records; Uva Provinces; Sri Lanka; Matter; Udawalawe National Park; Palookaville; Martyn; 30 June 1972; Job; Silvia Marek; Danny Thompson; John; Road to Ruin; Family member; Elderly person woman; Silvia Mare; Sabaragamuwa; Sickness; Kronos; Walawe River; Colombo; Death,505
780,GAStech's groundbreaking; GAStech's expansion; GAStech's gas fields; Tiskele Bend site; GAStech's foreign soil; Asteria; GAStech's jobs; GAStech's Tethan fields; GAStech's flag; GAStech's Tiskele Bend site; Tiskele Bend; GAStech International; GAStech's Tiskele Bend field,256
781,"Centrum Chamber; Centrum Children's Hospital; Willem Gracias; Centrum, Tethys; Ingrid Sanjorge; Sten Sanjorge, Sr.; Sten Sanjorge, Jr.; GAStech International",51
782,Process; Government; Contamination; Extraction; Tethys government; Waste products; 1995/03/30; Impact; HASR; Environment; Water contamination; Tethys; GAStech International; Gas,256
783,"Corruption; The Protectors of Kronos; Kronos; President and CEO; Elodis; Government of Kronos; $20M; Abila; Sten Sanjorge, Jr.; GAStech International; 2014/01/21",52
