index,processed_entities,output_tokens
337,African National Congress; Eskom; Gupta family; Brian Molefe; finance minister; Ngoako Ramatlhodi; Pravin Gordhan; Optimum coal mine; Judicial Service Commission; Minister of Mineral Resources; MEC Mosebenzi Zwane; Mcebisi Jonas; Free State; Glencor; 21 August 1955; Zuma administration; March 2017; MP; Ben Ngubane; South Africa,134
338,"American; Confederate States Army; South; Civil War; September 7, 1892; Confederate general; Brigadier General; Union army; Joseph Reid Anderson; Tredegar Iron Company; American Civil War; February 16, 1813; Tredegar Iron Works",91
339,Docklands Stadium; Harbour Esplanade; Victoria Harbour; Circular Quay; Docklands Drive; Navigation Drive; Docklands; Sydney; Victoria Dock; Melbourne; Australia; Capital City Trail,54
340,Korshavn Light; Great Belt; Johannes Larsen; German; Odense Fjord; Great Belt region; southern Europe; Skoven; Nordskov; Korshavn Bay; Fyns Hoved; Theodor Philipsen; Funen; Fritz Syberg; Kattegat; Denmark; Hindsholm,99
341,"Nideralteich Abbey; Niederalteich; Germany; Chrysostom Blashkevich; October 3, 1981; January 27, 1915; Soviet Army; Tver Oblast; Russian Orthodox; Catholic; Protestant; Monks of Byzantine Rite; OSB; Russian; Father Blashkevich; World War II; Christian; Bely; Benedictine monk; Benedictine Order; Russian Federation; Catholicism; German Army; Orthodox Christians; ecumenism",148
342,Glen Hills; 1946-1950; 11  16 yrs Academy; Gary Lineker; Louis Deacon; 1991-1995; South Wigston; Parkland; Fairfield; BBC2; Sue Townsend; South Wigston High School; Leicester; 1992-1996; England; Leicester Tigers; Brett Deacon; Leicestershire,117
343,Roger Staubach; National Football League; Danny White; Dallas Cowboys; Paul Hornung; Doug Flutie; NFL; Green Bay Packers; George Blanda; Oakland Raiders,73
344,Endearing Records; Ohbijou; Old Man Luedecke; Wintersleep; SappyFest; summer; Julie Doiron; Sappy Records Music Festival; Sappy Records; New Brunswick; Attack in Black; Holy Fuck; Eric's Trip; The Acorn; Chad VanGaalen; Sackville; Juno Award; Jagjaguwar; Canada; The Arcade Fire; Jon Claytor; Paul Henderson,157
345,TV distribution; London; Shed Media; Shed Media Group; March 2008; 55.75 %; Broadcast magazine; Outright Distribution; 7th; 5 August 2010; 14 October; Warner's UK operation; Warner Bros. Television; September 2006; Screentime Partners,106
346,Nick Adams; Murder; American; Charles Bukowski; Ole Andreson; The Killers; Henry Chinaski; South of No North; Ernest Hemingway; John Martin; Los Angeles; Black Sparrow Press,64
347,Pisudski's Square; Jzef Pisudski; 75th anniversary; Hotel Europejski; azienki; Poland; Warsaw; Polish Navy Shipyards; 14 August 1995; Stanisaw Wyganowski; Battle of Warsaw; Tokarzewski-Karaszewicz Street; Jzef Pisudski Monument; Tomb of the Unknown Soldier; Marshal of Poland; Na Rozdrou Square; President of Poland; Polish Independence Day; Lech Wasa; Jadwiga Pisudska,140
348,Moscow State University; mathematical statistics; stochastic processes; Russian Academy of Sciences; ICM; Russian; USSR State Prize; 6 March 1931; Andrey Kolmogorov; Moscow; Aleksandr Alekseevich Borovkov; probability theory; Helsinki; Novosibirsk State University,131
349,"2008-2009; Law & Order; Life on Mars; Christopher Moltisanti; Detective Ray Carling; Mad Dogs; The Sopranos; NYPD; March 26, 1966; Detective Louis Fitch; TV drama series; U.S; Michael Imperioli; Shomi; Detective Nick Falco; US; ABC; Canada; American; Detroit 1-8-7; Amazon Prime; Amazon; The Hungry Ghosts",149
350,"December 3, 1968; April 12, 1969; NBC; Elvis Presley; United States; Billboard Hot 100; Elvis; Billy Strange; Los Angeles; June 24; Billboard; Charro; Memories; Mac Davis",98
351,"Senate; Department's Policy Office; Idealab; Jefferson Partners; Bridgewater Associates; Washington, D.C.; VenCatalyst; E2 Capital Partners; Pluribus Ventures; Commerce Department; George W. Bush; Washington & Lee; Executive Vice President; August 2017; David Bohigian",103
352,"South Korea; David Hodges; Jacob Kasher Hindlin; Winnie Cooperre; Taiwan; August 23, 2013; Peter Svensson; Avril Lavigne; Chad Kroeger; Japan; Sony Music Entertainment; Danica McKellar; Rickard B. Gransson; Rock n Roll; US Billboard Hot 100; Chris Marrs Piliero; Canada",96
353,"American; Billboard Country Airplay; 2016 CMT Music Award; Smoke Break; Billboard Canada Country; Chris DeStefano; Carrie Underwood; Female Video of the Year; August 21, 2015; Hillary Lindsey; Randee St. Nicholas; Storyteller; September 10, 2015; Jay Joyce; Sony Music Nashville",100
354,"NXT; Cameron; SmackDown; FCW Divas Champion; January 2012; The Funkadactyls; African-American; Trinity Fatu; Florida Championship Wrestling; WWE; July 2013; WrestleMania 33; Elimination Chamber; August 2010; August 2009; WrestleMania; February 2017; Naomi; American; November 30, 1987; Total Divas; FCW; World Wrestling Entertainment",152
355,American colonies; Dublin; New Whigs; twentieth century; 12 January; Catholic; 9 July 1797; nineteenth century; East India Company; London; British; Warren Hastings; French Revolution; Irish; Edmund Burke; Catholic Church; Whig Party; Charles James Fox; modern conservatism; Old Whigs; House of Commons,131
356,20th century; Russian; Finnish; Russification of Finland; Finland; Russian Empire; 19th century; Grand Duchy of Finland,59
357,Joukahainen; Aino; Finnish; Vinminen; Elias Lnnrot; Kalevala,33
358,"Spin; November 30; Paste magazine; Kiss Each Other Clean; 65; January 5; Warner Bros.; Walking Far from Home; 12 "" vinyl; CD single; New York City; NPR's website; 4AD; Iron & Wine's website; Greene Space; Iron & Wine; early-to-mid-70s AM; The 100 Best Indie Folk Albums; US; Tree by the River; January 25, 2011; November 26",145
359,John Joseph Cantwell; Villanova; Villanova Preparatory School; October 1924; Pennsylvania; United States; North America; Sunday; 2015-16; Augustinians; Augustinian Catholic; Bishop John Cantwell; California; Ojai,91
360,What If We; Portugal; Eurovision Song Contest 2009; Festival da Canção; Portuguese; Is It True; 15th; Eurovision 2009; 57 points; Malta; Lose Control; 28 February 2009; Todas as ruas do amor; Pedro Marques; Waldo's People; Flor-de-Lis; Finland; Yohanna; Paulo Pereira; Iceland; Chiara,118
361,Artichoke River; Fond du Lac Indian Reservation; Cloquet; Brookston; CR 31; Saint Louis River; Saint Louis County; United States; Duluth; Culver Township; U.S. Highway 2; Saint Louis County Road 31; Minnesota; 2010 census,77
362,Rayman; Xbox Live Arcade; Project BG&E; Ubisoft; Jade; Beyond Good & Evil; Microsoft Windows; June 2011; Xbox; Michel Ancel; E3 2017; E3 2002; Game of the Year; GameCube; March 2011; PlayStation 2; PlayStation Network; Beyond Good and Evil 2; 30 Ubisoft Pictures,115
363,Onaway State Park; United Auto Workers Union; Lower Black; Detroit; 211 Outpost; Black River; Onaway; Civilian Conservation Corps; Michigan; United States; Cheboygan; Presque Isle; Great Depression; Black River Marina; Cheboygan rivers; The Bluffs Restaurant; Black Lake; Lake Huron,111
364,Nikita Khrushchev; 17 July 1978; Mikhail Gorbachev; Fyodor Davydovich Kulakov; Soviet; Political Bureau; 4 February 1918; Stavropol First Secretary; Politburo; Cold War; Western; Leonid Brezhnev; Soviet-Russian,99
365,Holy Roman Emperor; Liber Astronomiae; Ezzelino da Romano III; Divine Comedy; Forlì; Guido Novello da Polenta; Guido Bonatti; Frederick II; Pope; Dante; 13th century; Guido I da Montefeltro; Florence; Book of Astronomy; Guelphs; Italian; Siena; Ghibellines,121
366,28 April 2008; UK Singles Chart; East Asia; 4 May 2008; India; China; Jay Sean; Japan Hot 100 Singles; 7 April 2008; Hindi; Mandarin Chinese; Coco Lee; My Own Way; 20 April 2008; Japanese Airplay Charts; Maybe,83
367,"January 3, 1975; NPR Illinois; Sangamon State University; Springfield; Pittsfield; WUIS; WSSR; United States; WIPA; Illinois; University of Illinois system; 91.9 FM; WSSU; National Public Radio; Quincy",105
368,Stefan Costel Grigorie; Romanian; Dan Alexa; Craiova; Romanian national team; Bucharest; Politehnica Timisoara; Universitatea; Rapid Bucuresti; FC U Craiova; FC Brasov; 31 January 1982; Dinamo Bucuresti,97
369,"google; Clash Royale; iOS; July 31, 2018; Nexon; Android; android; Respawn; August 2017; July 30th, 2018; IOS; ESRB; Mature rating; Google Play; Particle City; Titanfall : Assault",81
370,Zealand; A / S Storeblt; Funen; Ramboll; Asia; 1995-1999; resund Bridge; Great Belt Bridge; Sund & Blt; Great Belt Fixed link; Great Belt strait; DKK 21.4 billion; Great Belt; Sweden; Scandinavia; Danish; COWI; Europe; Storebltsbroen; Sprog; East Bridge; Denmark,132
371,Augustus; Tsardom of Russia; Muscovite Rus; Metropolitan of Moscow; Roman; Arthur Voice; Third Rome; Ivan the Terrible; Russian Czar; Vladimir-Suzdal; Rurik; Muscovite; Macarius; Moscow; 17 parts; Kievan; Andrew,111
372,"Chinese; Xiang Tian Zai Jie Wu Bai Nian; Han Chinese; Senbor; Han Lei; Hohhot; CCTV New Year's Gala; Zou Sifang; Mongol; Kangxi Dynasty; Inner Mongolia; Coming Home; 1997, A.D.; I Am a Singer (season 2); February 23, 1968; The Emperor in Han Dynasty; Hunan Television; Zhang Yimou",126
373,House of Bourbon-Orléans; Louis XIII; Louis XIV; French throne; Sun King; Duke of Anjou; 4th House of Orléans; Prince Philippe; French Revolution; Royal House of France; House of Bourbon; Orléans; 1830 to 1848; French; Hugh Capet,91
374,Juan Lavalle; Buenos Aires; Samborombón Bay; General Lavalle; Aj river; Argentine; Argentina; 1797-1841,55
375,Pharaoh Thutmose III; 19th Dynasty; London; Alexandria; L'aiguille de Cloptre; Pharaoh Ramesses II; Ancient Egyptian; Luxor; New York City; nineteenth century; French; Paris; Cleopatra's Needle; 18th Dynasty,92
376,Elena Varzi; Rome; GymSwim; Le rose di Danzica; Playmen; 1 February 1955; Italian; Alberto Bevilacqua; Sanremo Music Festival; Claudio Cecchetto; GymNuoto; GymVasca; Gardenia; Eleonora Vallone; Playboy; Raf Vallone,102
377,February 2007; Satakunnan Kansa; Fingerpori; The Phantom; East German Duckburg; Aamulehti; Fingerpoli; Etel-Saimaa; Turun Sanomat; Adolf Hitler; Karjalainen; Jesus; Pope; Keskisuomalainen; Aki Kaurismki; Pertti Jarla; Kimi Rikknen; Carl Gustaf Emil Mannerheim; Helsingin Sanomat; Finnish; Spider-Man; 1970s; Heimo Vesa; Rivo-Riitta,144
378,"Invincible; Thriller; DVD; Black or White; 1990s; MTV; Scream; November 13, 2003; Michael Jackson; United States; Epic Records; Beat It; Australian Top 40 Music DVD; American; Number Ones; 1980s; Billie Jean; Australia; Off the Wall",105
379,"Detail; Young Money Entertainment; February 14, 2014; March 18, 2014; Nicki Minaj; Choppa Boi; Lookin Ass; United States; hip hop; March 11, 2014; US; Malcolm X; Trophies",83
380,CBeebies; 10 December 2013; Delivering Quality First; BBC Alba; BBC HD; British; CBBC Channel; Wales; S4C; BBC One; BBC; BBC Two; 26 March 2013; UK; Scotland; Children's BBC; CBBC HD; CBBC,90
381,"Windham; Phi Beta Kappa; September 5, 1848; October 28, 1897; Skull and Bones; Hopkins Grammar School; Connecticut; Benjamin Brewster; St. Paul's Church; Yale College; Chauncey Bunce Brewster; Christ Church; William Brewster; April 9, 1941; Mayflower; Bishop; New Haven; Reverend Joseph Brewster; Sarah Jane Bunce Brewster",152
382,"rugged Pacific coast; west side temperate rainforest; Pacific coastline; UNESCO; forests of the drier east side; World Heritage Site; Congress; temperate forest; Olympic National Park; State of Washington; President Franklin Roosevelt; June 29, 1938; Olympic Peninsula; Olympic Wilderness; President Theodore Roosevelt; alpine areas; 2 March 1909",135
383,Marquis of Pozo Rubio; Prime Minister; Finance; Doctor of Philosophy; Spanish colonies; Central University of Madrid; Americas; Caldas; 15 July 1905; Spanish; 20 January 1848; Justice and Interior; Conservative Party; Pacific Ocean; Madrid; President of Parliament; Spanish Parliament; Law Studies; 31 March 1884,137
384,"Maryland House of Delegates; November 21, 1961; Colonel; Iraq; Governor Martin O'Malley; Democratic; Larry Hogan; Governor of Maryland; American; thirty years; Prince George's County; U.S. Representative; U.S. Army; United States Army Reserve; Anthony Gregory Brown",116
385,"Monster Games; February 26, 2009; Nintendo Australia; April 20, 2009; Japanese Club Nintendo; Australian; Excite Truck; North America; Excitebots : Trick Racing; Japan; Wii; Excite; Rose Lappin; Nintendo of America; Nintendo; Wii Wheel",81
386,New Zealand; Department of Conservation; Rimutaka Ranges; Rimutaka Range; manuka; greywacke shingle; Cook Strait; tauhinu; Orongorongo River; North Island; Rimutaka Forest Park; Orongorongo Valley,79
387,"Jim Crow; American; Fisk University; 2013 to 2017; South; July 24, 1893; October 27, 1956; 1930s and 1940s; W. E. B. Du Bois; Charles Spurgeon Johnson; Jeh Johnson",81
388,Germany; Commendatore OSSI; Turkish national football team; World Soccer Magazine; IFFHS; 4 September 1953; emperor; Eurosport; mparator; UEFA Euro 2008; Turkey; T.C; Galatasaray; December 2008; Fatih Terim; Turkish; Rothenburg; 80 countries; UEFA; Imperatore; Italy; 8 January 2001,137
389,Genoa; Venice; Faliero Coup; Doge Marino Faliero; Republican Venice; Byzantium; Battle of Porto-Longo; Michele Steno; Italian; Bertuccio Isarello; Council of Ten; Signori di Notte; Filippo Calendario; northern Italy,84
390,fossil fuels; Europe; STES; Alberta; solar district heating system; global warming; North America; solar powered subdivision; world record solar fraction; solar thermal collectors; transportation; Drake Landing Solar Community; 97 %; Okotoks; Canada; electricity,87
391,"Joseph Gustat; St Louis Symphony Orchestra; 1930s; 1940s; January 26, 1907; Harold Shorty Baker; Missouri; Lincoln; Davis; Elwood C. Buchanan, Sr; East Coast; St Louis; Andy Kirk; East St Louis; New Orleans; American; Clark Terry; Bobby Hackett; Louis Armstrong; Lincoln High School; Miles Davis; Mississippi River",117
392,"Track Record Studios; Gustave Dore; Epitaph Records; Brett Gurewitz; Greg Hetson; Hollywood Bowl; Part III; Suffer; January 1981; October  November 1980; North Hollywood; Jay Ziskrout; Bad Religion; Dante's Divine Comedy; Pete Finestone; Circle Jerks; Jay Bentley; California; Edward Colver; American; January 19, 1982",120
393,Medieval Greek; lamb; Latin; southern Greece; kalamaki; reed; beef; Greek; northern Greece; Athens; pork; Hellenic Macedonia; Souvlaki; chicken; fish; Cyprus; Greece,72
394,"January 27, 1948; Polish; Stanisaw "" Stan "" Tymiski; electronics; 1990 presidential election; Canadian; computers; Lech Wasa; Tadeusz Mazowiecki; Pruszkw; Solidarity; Party X; Poland; Canada",90
395,British Film Institute; Lewis Stone; Ricardo Cortez; Helen; Academy Award; The Jazz Singer; honorary award; second Academy Awards; silent film era; Helen of Troy; Paris; American; Gerald Duffy; Mara Corda; Best Title Writing; 2730 minutes; John Erskine; Menelaus; 25 June 1928; Alexander Korda,129
396,National Security Advisor; May 2011; Interpol; November; Obama administration; Mullen memo controversy; Mike Mullen; memogate controversy; October 2011; Financial Times; Pakistan; United States; 19 April 2012; Asif Ali Zardari; Supreme Court of Pakistan; Mansoor Ijaz; Osama bin Laden; James L. Jones; President of Pakistan; Husain Haqqani; 12 June; BlackBerry; Pakistani Supreme Court,126
397,20th century; small drawing room; Stockholm; cigar room; 1770s; Gustav V; 1790s; Queen Victoria; Sdermanland; southern German Renaissance; Victorian; rococo; Gustavian; Sweden; 1890s; breakfast room; King Gustaf V; Duke Fredrik Adolf; 1720s; 19th century; Tullgarn Palace; Swedish,116
398,"Battle of Ain Jalut; Mamluk; Gaza; Ilkhanate; September 1260; Syria; Egypt; Golden Horde; Mamluks of Cairo; Mongol Empire; Ayyubid Sultan of Damascus; December 10, 1260; First Battle of Homs; Aleppo; Baidu; 6,000; Berke; Ayyubid; Damascus; Levant; Homs; Hulagu Khan; Ilkhanates of Persia",128
399,Madhya Pradesh; Digvijaya Singh; Shivraj Singh Chouhan; Constitution of India; Uma Bharti; Govind Narayan Singh; Samyukta Vidhayak Dal; Ravishankar Shukla; November 2005; 1 November 1956; Bharatiya Janata Party; Indian National Congress,110
400,Impasugong; Mindanao River; Misamis Oriental; Tamontaka; Gingoog City; Illana Bay; Midsayap; Pulangi River; Datu Piang; Rio Grande de Mindanao; Kabacan River; Cotabato; Philippines; Cotabato City; Bukidnon; Mindanao,101
401,Devi-Chandragupta; Chandragupta; Ramagupta; Majmal-ut-Tawarikh; Vishakhadatta; Devcandraguptam; Sanskrit; Persian; Dhruvadevi; Shaka; 11th century; IAST; Devi-Chandraguptam; Indian; Devi,94
402,Malmberget; Kiruna; 20th century; Northern Sami; LKAB; Iron Ore Line; Kiirunavaara; Sweden; 19th century; Narvik; Kierunavaara; Menkieli; mid-17th century; Lule; Gironvrri; Norrbotten County,100
403,Dave Grossman; Deluxe Paint; The Secret of Monkey Island; Freddie Threepwood; Threepwood; LucasArts; Monkey Island; Dominic Armato; Guybrush Ulysses Threepwood; Steve Purcell; guybrush.bbm; P. G. Wodehouse; Galahad Threepwood,89
404,2 miles; Big Lagoon; 200 feet; 305 m; 20th century; San Francisco; United States; Muir Beach; Marin County; Muir Woods National Monument; 1000 feet; 61 m; John Muir; Redwood Creek; 2010 census; California,74
405,Ottoman Empire; Balkans; resm-i ift; Bayezid II; zeugarion; Byzantine; zeugaratikion; spene; ift,52
406,Kapellmeister; Anna Magdalena Bach; Wilfrid Mellers; 1717  23; Köthen; Violoncello Solo senza Basso; early 20th century; Bach; Baroque; Cello Suites; Johann Sebastian Bach; BWV 1007-1012; Pablo Casals,90
407,Cayman Islands; company law; United Kingdom; London; English law; insolvency; banking law; Order in Council; family law; trust law; international law; United Nations; insurance,60
408,4; Club Atltico Platense; 1940s; Sportivo Dock Sud; River Plate; FIFA World Cup; 39; 22 November 2009; Argentina national team; 184; 4 March 1919; June 1939; Second World War; La Mquina; 3; Copa Amrica 1945; Argentine; Argentina; Argentine national team; South American Championships; Juan Carlos Muoz; two; Platense; 11,143
409,March 2012; Ialomia County; Radu Berceanu; Bucharest; Aurel Vlaicu Airport; Romanian Air Force; Romania; Alexeni; Urziceni; 65 km north-east,77
410,United Kingdom; Royal Air Force; Ireland; World War I; Irish diaspora; Irish independence; British forces; Irish Catholics; British Empire; The Troubles; Northern Ireland; World War II; Irish; Irish citizens; British Army; Ulster-Scots; 1800-1922; British Armed Forces; Britain; Royal Navy,99
411,"16  km; Chambal River; red tents; Yamuna River; Aurangzeb; Agra; Mughal war of succession; yellow banners; northern India; Samugarh; 10 miles; Murad Baksh; Dara Shikoh; Mughal Emperor Shah Jahan; Jang-e-Samugarh; Battle of Dharmat; Battle of Samugarh; 1658  1659; India; September 1657; May 29, 1658",129
412,Ka ' du se hva ' jeg sa ' ?; Wilfried; Maxi & Chris Garden; English; Thomas Forstner; German; Nur ein Lied; Germany; Mona Lisa; 1989 Contest; Austrian; Eurovision Song Contest 1988; Kirsten & Søren; Denmark; French; Lied fr einen Freund; Lisa Mona Lisa,96
413,Portugal; Coimbra Fado; Ins de Castro; D. Pedro; Rock of Nostalgia; Coimbra; Coimbra City Stadium; Penedo da Saudade,49
414,XYA; RAMSI; ICAO; Yandina; Mbanika Island; Central Province; IATA; Russell Islands; Solomon Islands; Isatabu Freedom Movement; Guadalcanal Revolutionary Army; AGGY,60
415,Kobe Airport; Kobe; Sakai; Nippon Steel; Osaka Aquarium Kaiyukan; Rokko Island; Kansai International Airport; Awaji Island; Kansai metropolitan area; Osaka Bay; Inland Sea; Hannan; Osaka; Seto Inland Sea National Park; Akashi Strait; Nishinomiya; Shinkansen; Kii Channel; ICT; Pacific Ocean; Tempozan Harbor Village; Amagasaki; Japan; Port Island; Tempozan Ferris Wheel,137
416,Exerciii de Echilibru; Salveaz Viei; Vama; Chril in licee; Marius Moga; Tudor Chiril; 28 May 1974; Vama Veche; Smiley; Live pentru via; Romanian; Nu ma ignora; Ioan Chiril Awards; Cruciada Culturii; Loredana Groza; Bucharest; The Voice Romania; Agenia de Vise,133
417,9 June 1938; Majorca; Teodoro Obiang; Rebola; Spanish Guinea; 10 March 2014; La Escuela social de Granada; Valencia; Balboa Boneke; Equatorial Guinean; Spain; Guinean government; Juan Balboa Boneke; Mara Concepcin; Concha Buika,101
418,Alameda Creek; Fremont; Sunol Valley Rock Quarry; Sunol Valley; Sunol; Livermore; asbestos fibers; United States; Alameda County; 18 heavy metals; Interstate 680; Sunol Water Temple; Pleasanton; Pacific Gas and Electric; Bay Area; California,87
419,"Li Shimin; Chinese; Tang Dynasty; crown Prince of Yin; Crown Prince Yin; Li Yuan; Li Jiancheng; Xuanwu Gate; Prince of Qin; 642; July 2, 626; Vairavaa; 618; 626; Prince of Xi; 589; Emperor Gaozu; Pishamen",89
420,"Canadian; A. S. Byatt; World War Two; postmodern literature; Possession; The English Patient; Ragtime; Salman Rushdie; Midnight's Children; William Shakespeare; Legs; E. L. Doctorow; The French Lieutenant's Woman; Michael Ondaatje; c.1608; Kurt Vonnegut; Thomas Pynchon; John Fowles; Slaughterhouse-Five; Linda Hutcheon; William Kennedy; historiographic metafiction; 1980s; Pericles, Prince of Tyre; Mason & Dixon; A Poetics of Postmodernism",182
421,Germany; Universal Island Records; World in Our Hands; Fast Car; The Fast Hits; Switzerland; Special Edition; Troublemaker; British; Pitbull; Hangover; Taio Cruz; Fast Hits; 16 December 2012; December 2011; Flo Rida; American; UK; There She Goes; TY.O,90
422,"Michigan; Rick Scott; University of Detroit; Gov Rick Scott; November 2016; University of Michigan; Aramis Ayala; Supreme Court of Florida; Saginaw; Supreme Court; Florida Supreme Court; February 2, 1975; State Attorney",84
423,IRA bombing campaign; London; Ken Shorter; Darlene Johnson; Australia Day Weekend; James Hunt; Barbara Angell; Australia House; Bob Hornery; Mark McManus; The Gate; 25 January 1976; The Arts Theatre; Steve J. Spears,81
424,Byzantine Empire; Europe; Muslim; Iberian Peninsula; Dark Ages; Egypt; Latin; southern Italy; Jewish; Roman Empire; Islamic; Arabic; Spain; Christian; Eastern Roman Empire; Reconquista; Hispania,82
425,Verbena; mock verbena; University of Washington; Glandularia; V. orcuttiana; swamp verbena; South America; Americas; V. hastata; Verbenaceae; mock vervain; G. bipinnatifida; Central America,90
426,"Eastern states; western land claims; March 4, 1789; Section 3; Union; United States Constitution; Congress; 9 of the 13 states; June 21, 1788; United States; Article IV; federal government; Admission to the Union Clause; Land Ordinance of 1784; four; New States Clause; 37 additional states; 1787 Northwest Ordinance",109
427,New Delhi; China; Asiad; Palembang; Asian Games; Olympic Council of Asia; Olympic Games; Indonesia; Israel; Asia; Hangzhou; AGF; 18 August to 2 September 2018; Asian Games Federation; IOC; 10 and 25 September 2022; 1982 Games; OCA; India; 1978 Games; Jakarta; Asian Para Games,120
428,Kungliga Hovkapellet; The Royal Court Orchestra; Stockholm; Johan Helmich Roman; Royal Court; Judith Fischer; Riddarhuset; Francesco Uttini; 17th century; Gustav III of Sweden; 1850s; Sophia Schröder; Sweden; Düben family; Marie Pauline Åhman; 18th century; Royal Swedish Opera; Swedish,119
429,United Kingdom; British royal family; President of Mauritius; Commonwealth; Lord Shepherd; Asia; Seychelles; Princess Alexandra; Governor-General; Elizabeth II; Duke of Edinburgh; Port Louis; Nairobi; Mauritius; Prince Philip; third Mauritius Parliament; royal yacht Britannia; Africa,138
430,Debra Paget; John Philip Sousa; European; Marching Along; Lamar Trotti; Clifton Webb; Henry Koster; Robert Wagner; Ruth Hussey; Sousaphone; U.S.; typhoid fever; Stars and Stripes Forever; 20th Century Fox; Technicolor; Private Willie Little; American; The Stars and Stripes Forever,99
431,United Kingdom; Dutch; VH1; BARB; Ireland; Nick Jr.; Sky; Virgin Media; TMF (The Music Factory); MTV; Comedy Central; The Hits; EMAP; March 2008; 4Music; Irish; July 2005; TMF : Music; Belgian; October 2002; Freeview,114
432,United Kingdom; Conservative; British; 20 March 1948; 2005 General Election; Iraq; Sir Thomas Legg; MPs; Jonathan Sayeed; House of Commons,90
433,Anurag Kashyap; Ganja Karuppu; Prem Adda; M. Sasikumar; Malayalam; 10th anniversary; 1980s; Kannada; Subramaniapuram; Swathi; Gangs of Wasseypur; Jai; 85 days; Tamil; Madurai,95
434,21 March 1851; Prix de Rome; Saint-Thomas dAquin; Conservatoire de Paris; 5 April 1815; Jean-Nicolas Marrigues; Pierre Zimmermann; French; Paris; Louis Chollet; Pierre-Edmond Hocmelle; Franois Benoist,97
435,16-bit era; March 2011; Tails; Sonic; Sonic Team; 800million; Knuckles; Doctor Eggman; Amy; early 1990s; 89million; Sega; Sonic the Hedgehog; Guinness World Records,89
436,"Chernivtsi; Transcarpathia; Buchach; Ukraine; Khotyn; European; Poland; Mukacheve; Bukovina; Chernivtsi Oblast; Pokuttia; Halychyna; Ivano-Frankivsk; Rivne; Volhynia; October 22, 1939; Podolia; Western Ukraine; Ternopil; Uzhhorod; Halych; Lutsk; Lviv; Soviet Union; World War II; Bessarabia; Drohobych; 20th-century",166
437,"NXT; Tough Enough; ECW; William Charles DeMott II; Hugh Morrus; World Championship Wrestling; Florida Championship Wrestling; WWE; Extreme Championship Wrestling; E; Deep South Wrestling; WWF; Entertainment; American; November 10, 1966; World Wrestling Federation; Japan; WCW; Crash the Terminator",112
438,Rome; Zenit News Agency; Pope Benedict XVI; Tom Hanks; Inside the Vatican; CNN Worldwide; Poland; English; Ron Howard; Angels and Demons Decoded; Pope John Paul II; Dan Brown; John Paul II; 11 March 1970; American; A & E Television Networks; New York; Italian; Delia Buckley Gallagher; CNN,105
439,2006 census; Goodooga Magpies; Brewarrina; Goodooga; Aboriginal; Lightning Ridge; Yam; Goodooga Newtown Jets; Netball; New South Wales; guduu+ga; Goodooga Flash; Murray cod; gudugaa; Brewarrina Shire; Rugby league; Bokhara River; Queensland; Bowls; Basketball,110
440,1999 state election; parliament; Australian; Legislative Assembly; Victoria; Liberal; 7.7 percent; Frankston East; Frankston North; Coalition; Labor; Peter McLellan; 16 October; Steve Bracks; election day; Matt Viney,76
441,"Beer League; The Animal; The Sopranos; The Hot Chick; 3000 Miles to Graceland; The Bronx; Jersey Boys; New York City; The Spirit; Battleship; Dough Boys; Suicide Kings; 24; The Crew; Fantasy Island; Edgar Stiles; Heroes; Stucky Fein; American; Natural Born Killers; Spider-Man 2; Agent Skip Lipari; Louis Lombardi, Sr.; The Usual Suspects; January 17, 1968; Entourage; Mob City; Beverly Hills Cop III; Louis Lombardi",158
442,Atco Records; First of May; Odessa; UK; Vince Melouney; Robin Gibb; 30 March 1969; Sixties; Polydor Records; US; Melody Fair; Lamplight; Marley Purt Drive; Bee Gees,92
443,MK Rimavská Sobota; K Slovan Bratislava; Samuel Slovák; SK Schwadorf; 21 November 1979; Slovan Bratislava; Çaykur Rizespor; Pavol Sedlák; Slovak; 1. FC Brno; Turkish; Turkcell Super League; Gaziantepspor; FC Rimavská Sobota; Bratislava; FK DAC 1904 Dunajská Streda; Dukla Banská Bystrica,133
444,Pashtun; Lahore; South Asia; Sita; Kashmir; Kusa; Rama; Sanskrit; Kusha; Ramayana; Hindu; Kingdom of Benares-Kashi; Hindu Kush; Indus River; Lavapuri; 320-185 BCE; Lava; Maurya Empire; Kasur; Hindu Kush Kshetra,128
445,"Cape Verde; University of Pennsylvania; Philadelphia; Chester County; Mozambique; Connecticut; folklore / folklife program; February 16, 2007; Pennsylvania; Constant Spring Productions; Brittany; leukemia; Westminster School; Alfred Geist Zantzinger; Ph.D.; American; Lesotho; Zimbabwe; Sol Worth; April 6, 1936; Devault; Clarence C. Zantzinger; South Africa; southern Africa",150
446,Field Marshal Lord Alanbrooke; 29 January 1946; Brookeborough; Sir Basil Brooke; 5th Bt.; Victor; 10 January 2018; Sir Victor Brooke; 18 September 1945; Field Marshal Alan Brooke; 3rd Baronet; Viscount Alanbrooke; 1st Baron Alanbrooke; Peerage of the United Kingdom; 3rd Viscount; May 1943; Thomas; County of Fermanagh; March 1963; Alan Brooke; Viscount Brookeborough; Baron Alanbrooke,145
