doc_key,processed_entities,output_tokens
547,"ABILA; 14:30; 20 January 2014; Ravi Danisliau; Danisliau; The Abila Post; 12:30; Abila Airport; Rome, Italy; GAStech; Kronos; GAStech International",58
548,ABILA; Celia Edris; Carmine Edris; 10 April 2007; The Abila Post; Abila Hospital; Elodis; Marcellus Edris; Rufus Drymiau; Kronos; Valeria Edris; GAStech International,57
549,"ABILA; 19 January 2014; Initial Public Offering; The Abila Post; Haneson Ngohebo; CEO; GAStech - Kronos; Sten Sanjorge, Jr.; On the Scene Blog; GAStech's plans for Kronos; Kronos; IPO",62
550,23 April 1997; Kronos; Abila; The Abila Post; Elodis; Tiskele River; Tiskele Bend; government of Kronos; ELODIS; GAStech International,45
551,Police; 20 January 2014; The Abila Post; Haneson Ngohebo; GAStech employees; GAStech,30
552,20 January 2014; ON THE SCENE BLOG; The Abila Post; Haneson Ngohebo; Kronos Government; GAStech,34
553,1220 UPDATE; 20 January 2014; The Abila Post; Haneson Ngohebo; GAStech; ON THE SCENE BLOG; Abila Police,39
554,ABILA; The Abila Post; Protectors of Kronos; 19 February 2009; Adrien Carman; GASTECH; GAStech; Kronos; POK; GAStech International; Government officials,52
555,last year; Elian Karel; Abila; Government of Kronos; The Abila Post; Protectors of Kronos; Government; Siopa district; Hagar Awelon; June 19; Kronos; POK; 13 June 2010,56
556,"16 December 2013; The Abila Post; ABILA, Kronos; POK; Adrien Carman",25
557,"Ingrid Barranco; Sara Tuno; 20 January 2014; Initial Public Offering; Abila; Willem Vasco-Pais; The Abila Post; Haneson Ngohebo; GAStech - Kronos; Ada Campo-Corrente; Orhan Strum; Sten Sanjorge, Jr.; Kronos Government; On the Scene Blog; Kronos; GAStech International",85
558,Road Calistermi; Adian Koppolis; Abila; 9AM; Elodis; The Continent; GAStech; Kronos; 2007/03/19,39
559,the presidential office; Kronos; Abila; presidential ship; 2010/03/05; Karel Kapelou II; the government; the crew; the captain of the boat; The Continent; Petra Hohimae; Mediterranean; 10th Kapalou; Gala of the head Kapalou; 41,71
560,2014/01/21; GASTech; Council; Tethan; The Continent; American; APA; Tethys; Sten Sanjorge Jr; Ingrid Barranco; John Rathburn; The Times; Abila; Willem Vasco-Pais; Orhan Strum; Ada campo-Corrente; GAStech; Kronos; POK; $20 millions; Asterian,97
561,LEADER of GAStech; 2009/06/23; Elian Karel; Abila; Kronosian; Sanjorge; GASTech; Juliana Vann; 1998; The Continent; Friday; Karel; GAStech; Kronos; POK; May,92
562,"100,000; 2500; Kosovo; The Continent; Wellness for all; September; central Taiwan; earthquakes; Wellness; Jim Cordon; GIVING Singapore; Singapore; The Times; Richter; Dr. Mahmed; Malaysia; FoodSupport; Izmit, Turkey; Tuesday; 20,000; 1999/11/16; 7.3; Dr. Jayala Mahmed; Turkey",98
563,Elian Karel; presidential farm; conservative government Kronos; The Continent; government bldg; police force; presidential manor; 2012/06/21; troops of criminals; activist groups; peace; Abila; Juliana Vann; presidential lord house; GAStech; Kronos; POK; Abilians; third anniversary; Tuesday; environment questions; government; security strengths; LEADER,96
564,Kronosians; The Continent; Wellness for all; M. Drymiau; 1997; 2009/02/23; Tethys; The guards of Kronos; The Times; Abila; 1998; kader-omhooggaand; Kronos; POK; South; North; Kronos van Abila; Verdedigers POK; Kronosian; Rufus Drymiau; Juliana,103
565,K2bn; The Continent; K17; gas; .83m barrels; exploration; K3.5bn; 2011-12; 2012; North America; oil; energy civil servants; 20 years; 26 wells; Jecovic; 12 months; Norway; 15 wells; GAStech; Kronos; six years; Jules Jecovic; 15%; 8%; government; Oil and the gas industry; K30; ministry; 27%; 2012/02/21,122
566,The Times; Blossom of the Tulip; Tethys Counterdrug; Loblaw; Asteria; 2013/10/22; Interpol; The Continent; Tethys; Robert Loblaw; Asterian; army of people Asterian (APA); Arise; MDMC; herbal dreams; cotton candy,77
567,area rise; Line; National Poison Center; Council; The Continent; drug trafficking organizations; Alicia Bianca; police force; Cotton candy; Biance; general hospital Abila; political rebellious groups; Elodis; Antonio Arresta; designer drugs; Designer drugs; therapy products; cotton candy; Blossom of the Tulip; Abila; carnival treats; Bianca; cocaine; 4 February; Ralf; dreams of the herb; synthetic marijuana; Kronos; 2013/02/08; Asterian; national center of the poison; K18; K166,143
568,administrators; CEOs; Kronosians; truck drivers; Fluss; luxury goods; The Continent; birth country; competition; 17 January 1995; Elodis; CEO; Tethys; foreign CEO; Tethian; European; The Times; foreign staff employee; A to B; GAStech; Kronos; Kronosian; foreign CEOs; LEADER; work surroundings; 2014/03/26,116
569,"Mediterranean; government Kronosian; Kronosian; Eastern Kronos; the black sea; 2013/02/24; Sten Sanjorge, Jr; The Continent; Europe; Tethys; GAStech; Kronos; TV GAStech",61
570,"Tethys University; Mediterranean sea; Professor Oskar Wertz; 1984/05/05; environment experts; The Continent; shale gas; 10 years; 20, 30 or 40 years; Sanjorge; billion dollar; ministry for energy; local Councils; Europe; SanJorge; European; The Times; Sten Sanjorge, Jr.; west; GAStech; Kronos; Kronosian; government Kronos",118
571,early seventies; thousands employees; Sten Sanjorge; oil and gas delivery; center of long hospitality; Glasgow; The Continent; Tethan; The city; helicopters; city; gas; the capital; the early seventies; specialized knowledge; Sanjorge company; Sanjorge; Tethys; Thethys; 1974; Tethys energy; center; west coast; early sixties; intellectual property; the daily report; GAStech; Sten Jr.; coal; 1982/10/03; energy; energy industry; airport; North sea; gasindustrie; island; many countries,152
572,the initial protests; The Continent; Kronos president; the terrorist threat; Tethys; the highest control; peace; demonstration systems; The Times; Abila; the police force; Dorel Kapelou II; rural citizens; the company; 2013/11/13; GAStech; Kronos; guards of spokesperson Kronos; Kronosian; government; Abilia; the citizens; the country; Shawn Pastorini; Terek Kamal,113
573,"ABILA; Haneson Ngohebo; Blog scene; GAStech; Sten Sanjorge, Jr; The Explainer; Tomorrow Morning; 2014/01/19; Kronos; IPO",45
574,ABILA; Elodis; 2000/08/18; Sunday; Tiskele; The Explainer; Tiskele Curve; GAStech; Kronos; GAStech International,44
575,Vann; Abila; 14; Elodis; 6 hours; The Explainer; 2014/01/20; GAStech; Kronos; POK,51
576,"FOREIGN AUTHORIZATION; THEFT ALL THE DEGREE OF OTHER; 1/7/1992; EQUIPMENT OF THE DRUG; ABILA; 12/1/1993; COARDA, SEVE; PEDESTRN ACCORDING TO SIGNAL; GUDENZ, KEL; CUSEMA, BRITA; DUNNA, THAD; The Explainer; AWELON, CYNTHE; HOLANDE, ANDA; 2/15/1995; 2011/11/23; DEGREE OF THEFT SHOPLIFTING; BODROGI, CARMÍN; 7/2/1995; 5/13/1979; 3/20/1981; 9/20/1974; BLUMIAU, WILLEM; LACK TO MAINTAIN CONTROL; DWLU",256
577,ABILA; president Kapelou; Mr. Kapelou; The Explainer; Vincent Kapelou; 2012/03/09; Kronos; POK,36
578,"La Paz; 2013/12/17; police; Carman de Adrien; The Explainer; ABILA, Kronos; POK",31
579,Elian Karel; chromium; arsenic; 2012/08/24; ABILA; selenium; labrantío; 1997; Jeroen Karel; 2011; Elodis; xylene; lead; The Explainer; WFA; benzene; Abila; protectors of Kronos; tolueno; health for all; Julian Vann; 19 of June; 1998; THE WHO IS THE DEMONSTRATORS; 2009; Literature of the campaign; GAStech; Kronos; GAStech Tiskele; POK; barium,152
580,"ABILA; 14:30; Ravi Danisliau; Danisliau; 12:30; GAStech; The Explainer; Rome, Italy; 2014/01/20; ABILA AIRPORT; Kronos",54
581,ABILA; last year; Elian Karel; protectors of Kronos; Government of Kronos; Siopa de Abila; 19 of June; The Explainer; Hagar Awelon; Kronos; 2010/06/14,63
582,"Carman Adrien; The Explainer; ABILA, Kronos; 2009/02/20; GAStech; Kronos; POK",58
583,ABILA; TRAFFIC ACCIDENT NEAR ELODIS; Celia Edris; Carmine Edris; Abila Hospital; Elodis; International votes; GAStech; Marcellus Edris; The Explainer; Rufus Drymiau; 2007/04/11; Kronos; Valeria Edris,73
584,"2; 85 seats; 98,7%; 2010/10/04; ABILA; President Kapelou II; Ren Touvi; 13; The Explainer; Kronesian; Dorel Kapelou II; Thee; Kronos; 1,0%; democratic party of Kronos; General Assembly",106
585,ABILA; activist of Kronos (POK); Elian Karel; 2009/06/22; Elodis; Julian; 1998; The Explainer; Siopa; Kronos,50
586,ABILA; 10:00; Abila; international GAStech; 20 of January; Sten Sanjorge; Edvard Vann; CEO; 6 hours; office of GAStech; The Explainer; Tethys; government of Kronos; 2014/01/20; GAStech; Kronos,86
587,WFA; benzene; selenium; barium; Kronos; tolueno; xylene; chromium; GAStech; lead; The Explainer; Tethys; arsenic; 1998/11/17; ELODIS,71
588,2005/09/26; Kronos; GAStech de Kronos; Protectors of Kronos; Elodis; the government; The police; Tiskele; The Explainer; Rufus Drymiau; GAStech; ELODIS; POK,57
589,ABILA; Emilio; No entities detected.; protectors of Kronos (POK); The Explainer; Rufus Drymiau; Siopa; 2011/07/28; Kronos,56
590,ABILA; Africa; protectors of Kronos; Middle East; The Explainer; 2011/05/16; Europe; Kronos,30
591,"ABILA; Elian Karel; Michale Kraft; Carman Adrien; Sten Sanjorge, Jr; The Explainer; 2009/03/13; GAStech; Kronos; POK",46
592,"CFO Ingrid Barranco; 16 of December of 2013; $327,25 million; 5 million cubic meters; Sten Sanjorge, Jr; ABILA; Haneson Ngohebo; $1,96 billion; The Explainer; COO; Tethys; 2014/01/20; Orhan Strum; $38,5 million; GAStech; Kronos; $96,25 million; Mr. Sanjorge, Jr; Ada Campo-Corrente; Miriam Avila; Ms Avila; IPO",145
593,ABILA; Black dress the authorities; tear gas; command batons; protectors of the buildings; No entities detected.; The Explainer; 2010/06/22; government of Kronos; Kronos; POK; police of Abila,70
594,ABILA; 1997/10/16; international Kronos; Elodis; Tiskele; The Explainer; government of Kronos; GAStech; Kronos,77
595,ABILA; The Explainer; 2014/01/20; GAStech; Kronos; GAStech Kronos,41
596,Earth; government of Kronos; natural gas; Kronos; Abila; government; Elodis; Tiskele; The Explainer; 1997/04/25; GAStech; ELODIS; GAStech International,49
597,Luis Araullo; Abila; Araullo; Anterior Luis; Dorel Kapelou II; 2000/10/03; The Explainer; President Kapelou; Kronos; 1 of October,46
598,"The body of firemen; international president; 10:00; Avila; 20 of January; Sten Sanjorge; Edvard Vann; CEO; KIDNAPPING IN GASTECH KRONOS; The General Post; government of Kronos; 2014/01/20; GAStech; Kronos; ABILA, Kronos; IPO",90
599,ABILA; 5.4%; 5th year; fourth trimester of 1999; GAStech; The General Post; GDP; 2000/01/17; Kronos,41
600,ABILA; Sten Sanjorge Jr.; February; 1994/09/25; The General Post; Tiskele; Tethan; GASTECH; Kronos; Asteria; GAStech International,46
601,"CFO Ingrid Barranco; 1961; CENTRUM, Tethys; Tiskele; multimillionaire; $1.27 billion; $327.25 million; $96.25 million; The General Post; COO; Sten Sanjorge Sr.; Hank Fluss; Sten Sanjorge Jr; Beatriz Fluss; Willem Vasco-Pais; Orhan Strum; 2013/12/18; $38,5 million; $1.96 billion; GAStech; Kronos; Ada Campo-Corrente; GAStech international",146
602,"Ten; Sanjorge Jr; CENTRUM, Tethys; Sten Sanjorge; GASTech; GAStech - Kronos; GAStech; The General Post; Sanjorge Jr.; 2009/02/22; SANJORGE JR; Kronos; POK",77
603,ABILA; Avila; Mrs. Cato; Sten Sanjorge Jr.; Elodis; Rebecca Cato; Sunday; The General Post; GAStech; 2000/08/16; Kronos; GAStech Tiskele,65
604,$110 million; $29.5 million; International GAStech; 1999/02/20; 1998; The General Post; 4 of February; CENTRUM; Tethys; GAStech international; 13 of November; GAStech; Kronos; the government of Kronos; Wellness for all; fourth trimester; Sten Sanjorge Jr,95
605,WFA; ABILA; HEALTH FOR ALL; The General Post; 1998/11/14; GASTECH; KRONOS GOVT; GAStech; Kronos; Ingmar Casablancas,45
606,2013/09/04; Sanjorge Jr; 1961; $3.75 billion; Mr. Sten Sanjorge Sr.; 52 years; The General Post; JR OF SANJORGE; Monday; GASTECH; CENTRUM; Tethys; GAStech; Sten Sanjorge Jr,70
607,International Investors; Block of the Granite; Davos; Petr Noriega; Mr. Noriega; Switzerland; 2010/12/18; Economic Forum; The General Post; Mr. Sanjorge Jr; GAStech; Kronos,61
608,"1961; Ingrid Sanjorge; Sten Sanjorge Jr.; Sanjorge; Willem Gracias; Sanjorge, Mr.; The General Post; Tethys; Sten Sanjorge Sr.; 1994/02/18; GAStech; Centrum",61
609,"Beatriz; 40 years; 1963; Sanjorge; CEO Hank Fluss, Jr; CENTRUM, Tethys; Sten Sanjorge; The General Post; 2003/05/19; Sten Sanjorge Sr.; GAStech; Kronos; Hank Fluss; 73 years",72
610,"ABILA; Sanjorge Jr; Avila; 2014/01/21; $20M; Elodis; 1998; The General Post; Sten Sanjorge, Jr.; Tethys; the protectors of Kronos; GAStech; Kronos",60
611,ABILA; Abila; Sanjorge; Sten Sanjorge; 50 million Dollars; The General Post; the government of Kronos; GAStech-Kronos; GAStech; Kronos; 1995/10/12,65
612,Deep Port of Abila; Claudius Morluniau; Abila; $300 million; 3 meters; the wharf of the east; 8 meters; The General Post; 1993/09/21; GAStech; Kronos,60
613,1996/07/08; Earth; THE CENTRUM; KRONOS; Ivar Blanes; GAStech; The General Post; Tethan; GASTECH; CENTRUM; Tethys; Mediterranean; Kronos,52
614,"Sanjorge Jr; 19 of February; Abila; Sten Sanjorge Jr.; international blue flame; CENTRUM, Tethys; 2009/05/17; The General Post; GASTECH; GAStech; Kronos; today; Sten Sanjorge Jr",66
615,"government of Kronos; United States; companies of the energy; The General Post; Kronos Government; Abila, Kronos; Europe; 1992/12/13; Kronos",39
616,"1974; CENTRUM, Tethys; HASR; 1995/04/01; The General Post; Tethys; GAStech; Sten Sanjorge Jr",58
617,ABILA; The Guide; Edvard Vann; The police of Abila; Tethys; 2014/01/20; GAStech; Kronos; POK,55
618,2009/06/21; Elian Karel; Abila; Kapelou; The Guide; Siopa; Kronos; POK,41
619,"Elian Karel; protestors; pepper; windows; vehicles; 2013/06/22; geniuses; rubber bullets; Tethys; characteristic; several hours; ABILA, Kronos; police; The Guide; Julian Vann; three officials; GAStech; POK; tear gas; officers; heroic efforts; corporative Capitalism; Capitol; Dorel Kapelou",83
620,"2012/06/23; Kapelou; The Guide; Elodis; ABILA, Kronos; POK",27
621,"President Kapelou; The Guide; Rufus Drymiau; 2011/07/28; ABILA, Kronos; POK",30
622,"Elian Karel; The Guide; Michale Kraft; Carman Adrien; 2009/03/13; Karel; Kronos; ABILA, Kronos",43
623,"president Kapelou; oil; the assembly; rural projects; 2001/03/18; present taxes; health; The Guide; the end of this year; My office; this year; ABILA, Kronos; General Assembly; gas",60
624,ABILA; Health Minister Cesare Nespola; The Guide; Minister Nespola; Kronos; General Hospital of Abila; 1999/07/04,35
625,ABILA; 2001/09/01; Carmine Gurganus; protectors of Kronos; The Guide; Julian Vann; Julian; 1998; Tiskele; GAStech; Kronos,49
626,"The ministry of the health; Dr Ronald Gerard; Abila; The Guide; Elodis; Nespola; 1998/11/10; Tiskele; Tethys; Will stop Nespola; Kronos; ABILA, Kronos",53
627,ABILA; Araullo; Kapelou; 1995; 2001/06/16; The Guide; Ministrar Nespola; 2000; Vincent Kapelou; Tethys; Cesare Nespola; Kronos,52
628,"2014/01/21; The Guide; Carman; POK; GAStech; ABILA, Kronos; Adrien Tethyn",51
629,"minister of the health; The Guide; 2012/03/09; Will stop Nespola; Kaeplou, Andreas; Vincent Kapelou; ABILA, Kronos; POK; 2001",46
630,ABILA; 2013/12/16; Abila; Carmen Adrien; The Guide; Kronos; POK,26
631,"1995/11/23; foreign investment; Abila; Araullo; 350; The Guide; 100; 1930; new hospital; Torsten Trucco; ABILA, Kronos",47
632,ABILA; $1 billion; medical care; Araullo; Kronosian; government; The Guide; infrastructure; Tiskele; education; Tethys; Department of the Interior; 1993/03/13; GAStech; Kronos; Sten Sanjorge Jr,59
633,ABILA; Sarto; Araullo; The Guide; 1996/03/15; Tiskele; Department of the Interior; Mr. president; GAStech; Kronos,39
634,"assembly; 2005/04/08; Tuesday; The Guide; second hour; Tiskele; Rufus Drymiau; national environmental policy; ABILA, Kronos; 5:30",42
635,International GAStech; 5 million cubic meters; Tiskele; ABILA; general hospital of Abila; Ada Campo-Corren; twentieth year; Tethys; 2014/01/19; Sten Sanjorge Jr; Ingrid Barranco; Abila; Willem Vasco-Pais; Kapelou; The Guide; Orhan Strum; GAStech; Kronos; Rufus Drymiau; Capitol,96
636,ABILA; HQ of GAStech; Abila; Sanjorge; Kapelou; 2014/01/21; The Guide; Sten Sanjorge Je; twentieth year; Tethys; Capitol; GAStech; Kronos; Centrum; press conference,62
637,1993/01/19; ABILA; Kronosians; fields of the curve of Tiskele; The Guide; parliament; president Araullo; Kronos; minister of the interior; 20 next years; Tomas Sartos,63
638,ABILA; Sanjorge; The Guide; GAStech-Kronos; GAStech; Kronos; 1995/10/12; Minister Sarto; Sten Sanjorge Jr,42
639,"the tubes of the water; beanbags; 2012/06/21; tear gas; guns; Abila; señorío presidential; our government; The Guide; the police; capitol; general hospital of Abila; the aerosol of the pepper; ABILA, Kronos; POK",62
640,Silvia Marek; Elian Karel; Abila; The Guide; Julian Vann; general hospital of Abila; Carman Adrien; Marek; POK movement; 2010/06/22; Kronos; POK; last summer; today,65
641,ABILA; Maxima; Sarto; Abila; The Guide; Tethys international GAStech; Tiskele; March; Europe; 1993/09/21; Tethys; GAStech; Kronos; Minister Sarto; $200 million,63
642,"Abila; police; The Guide; 2011/06/22; Siopa; ABILA, Kronos; POK",27
643,ABILA; foreign companies; our modernization; Abila; Araullo; our children; our government; The Guide; Hipocrisy; 1998/01/20; our country; our people; foreign experts; Kronos,46
644,ABILA; 2009/02/19; Ten; Elian Karel; Abila; environment; The protectors of Kronos; Kapelou; The Guide; Elodis; Carman Adrien; gas and petroleum; foreign corporations; Rufus Drymiau; GAStech; Kronos; POK,77
645,"CFO Ingrid Barranco; International GAStech; 1961; The Light of Truth; 5 million cubic meters; CENTRUM, Tethys; Tiskele; SANJORGE; S 51%; $1.27 billion.; $327.25 million; $96.25 million; Beatriz Fluss; Sten Sanjorge, Sr.; Willem Vasco-Pais; Orhan Strum; 2013/12/18; Sten Sanjorge, Jr.; $1.96 billion; Kronos; GAStech; CIO Ada Campo-Corrente; $38.5 million; Fluss hank; GAStech international; billionaire; 33%",149
646,"2013/09/04; $3.75 billion; 1961; The Light of Truth; Sten Sanjorge, Sr.; the end of the year; 52 years; INTERNATIONAL GASTECH; Sanjorge, Jr.; Sten Sanjorge, Jr.; CENTRUM; Tethys; Monday; GAStech; JR. SANJORGE",79
647,"Beatriz Fluss; The Light of Truth; Sten Sanjorge, Sr.; 1963; Sanjorge, Sr.; Fluss; CEO; 2003/05/19; Sten Sanjorge, Jr.; 54 year old; Tethys; GAStech; Kronos; Hank Fluss; Centrum",79
648,the family of Sanjorge; 1961; The Light of Truth; Sanjorge Sr.; Ingrid Sanjorge; Sten Sanjorge; Willem Gracias; Sanjorge Jr.; Tethys; Sten Sanjorge Sr.; 1994/02/18; GAStech; Centrum,87
649,ABILA; the fourth quarter of 1999; 5th year; The Light of Truth; international GAStech; 2000/01/16; GDP; Kronos; the government of Kronos,50
650,ABILA; The Light of Truth; Mrs. Cato; Sten Sanjorge Jr.; Elodis; Rebecca Cato; GAStech; 2000/08/16; Kronos; GAStech Tiskele,81
651,"United States; The Light of Truth; companies of energy; Europe; government of Kronos; Kronos; ABILA, Kronos; 1992/12/12",62
652,economic forum of the world; The Light of Truth; Petr Noriega; Mr. Noriega; international GAStech; DAVOS; Switzerland; 2010/12/18; GAStech; Kronos; Mr. Sanjorge Jr.,76
653,ABILA; 1995/10/11; $50 million; The Light of Truth; Abila; Sten Sanjorge Jr.; GASTECH-KRONOS; Sanjorge Jr.; GAStech-Kronos; GAStech; Kronos; the government of Kronos,61
654,"6 a.m.; The Light of Truth; this time local of Kronos; January 20; 10:00; GAStech IPO; Trucks; 2014/01/20; ABILA, Kronos; department of fire of Abila; Abila; Sten Sanjorge Jr.; morning; government of Kronos; signal of fire; GAStech; Kronos; Edvard Vann; GASTECH KRONOS",106
655,ABILA; The Light of Truth; Claudio Morluniau; $300 million; 3 meters; Abila; 8 meters; 1993/09/21; GAStech; Kronos,63
656,"The Light of Truth; Kronos; Sten Sanjorge Jr.; Abila; CENTRUM, Tethys; February 19; 2009/05/17; Sanjorge, Jr.; present; Sten Sanjorge, Jr.; GASTECH; GAStech; future; past; clean fuel alternative",73
657,1996/07/08; The Light of Truth; KRONOS; Ivar Blanes; GAStech; Tethan; CENTRUM; GASTECH; Tethys; Mediterranean; Kronos,46
658,"Ten; The Light of Truth; Wednesday; Sten Sanjorge Jr.; 2009/02/21; CENTRUM, Tethys; GASTech; GAStech - Kronos; Sanjorge, Jr.; Sanjorge Jr.; GAStech; Kronos; POK",90
659,$110 million; February 4; government of Kronos; $29.5 million; International GAStech; The Light of Truth; Sten Sanjorge Jr.; 1999/02/20; fourth quarter; 1998; November 13; CENTRUM; Tethys; GAStech international; GAStech; Kronos; Wellness for all,94
660,"The Light of Truth; 1974; 1995/03/31; GAStech; Sten Sanjorge, Jr.; CENTRUM; Tethys",53
661,"Tethan de GAStech; The Light of Truth; KRONOS; February; 1994/09/25; Tiskele; GASTECH; Jr. of Sten Sanjorge; Kronos; ABILA, Kronos; Asteria; GAStech International",60
662,"ABILA; international Kronos; The Light of Truth; Abila; 2014/01/21; PRESIDENT Sten Sanjorge, Jr.; $20M; the guards of Kronos; Elodis; 1998; GAStech; Sanjorge, Jr.; Tethys; Kronos",85
663,"WFA; 1998/11/15; The Light of Truth; HEALTH FOR ALL BREATHS; Government of Kronos; GASTECH; Ingmar Casablancas; ABILA, Kronos",44
664,ABILA; Mestache Vardshvna; 2012/09/08; Elian Karel; Karel; Juliana Vann; 1998; 2009; The Orb; Western coast of Kronos; Kronos,63
665,Community of Elodis; hospital general; Kronos; Abila; 2002/05/26; HASR; 1998; Minister for health Nespola; The Orb; ELODIS,63
666,ABILA; 2014/01/19; Kapelou; Sten Sanjorge Jr.; The Orb; GAStech-Kronos; GAStech; Kronos,39
667,ABILA; Kronosians; 1993/02/03; 14; roads; offices of the president; health; 86-14 month; education; President Luis Araullo; The Orb; Kronos; utilities,56
668,ABILA; Nineties; Kronos; 1997; Cesare Nespola; Elodis; Chief of POK; The Orb; 1998/11/16; POK; Henk Bodrogi,47
669,benzene; Elodis Community; Kronos; 1998/05/17; health for all; Elodis; acetic anhydride; 30; 1998; arsenic; chlorine dioxide; The Orb; ELODIS,64
670,ABILA; Silvia Marek; Government; Elodis; The Orb; 2012/04/10; Kronos,27
671,ABILA; benzene; 1997; 1999/07/09; Cesare Nespola; Carmine Osvaldo; Minister for Health; Juliana Vann; Elodis; Nespola; The Orb; Kronos; POK,66
672,"benzene; Elian Karel; Abila; Kronos; Juliana Vann; Elodis; Elian; 1998; 2011/06/22; June 19; Juliana; The Orb; Karel; GAStech; Michale Kraft; ABILA, Kronos; POK",74
673,20 kilometers; benzene; Kronos; August 21; Juliana Vann; one year; Elodis; Tiskele; Ten years; Juliana; government of Kronos; The Orb; 1998/08/20; GAStech; ELODIS; Tethys,73
674,2009/06/21; Kriste Brontes; Elian Karel; Abila; Juliana Vann; Elodis; Michale Kraft; 1998; the office of the president; March; The Orb; Karel; GAStech de Tethyn; Kronos; POK; March 12,87
675,TRUCK OF GASTECH; investigators; Adian Koppolis; Kronos; Valeria; Carmine; Abila; 2007/03/22; Elodis; town of Elodis; Marcellus Edris; The Orb; GAStech; ELODIS; Celia; Koppolis police force,73
676,ABILA; Kraft; Elian Karel; Elodis; Michale Kraft; the president; Saturday; The Orb; Karel; GAStech; Kronos; Chief Karel; 2009/03/14; POK,71
677,Abila; Elodis; General meeting; Nespola; The Orb; end of this year; gas drilling; Kronos; guards of Kronos; 2001/03/24; Henk Bodrogi,73
678,year; government of Kronos; Elian Karel; Abila; Kronosian; Elian; 2010/06/21; July 2010; June 19; Juliana; police force; The Orb; Karel; alien companies; Kronos; POK; civils servant; city,67
679,"1961; Reese; Tiskele; KRONOS; Elodis; '94; Osvaldo; Tethys; Sten Sanjorge Sr.; The Orb; ELODIS; Hank Fluss; Sten Sanjorge Jr; April 25, 1998; Pondo Reese; GAStech; 1998/03/20; Henk Bodrogi; Two weeks; the weekly newspaper of Elodis; 250 years",114
680,Community of Elodis; 252%; Kronos; 2004/05/31; 1998; municipal Web site of Elodis; The Orb; ELODIS,52
681,coffees; Tiskele; June 19; President Kapelou; ABILA; 2013/06/22; Elodis; truth; The Orb; Insects; public wages; benzene; light posts; luxury cars; park; Abila; Juliana Vann; 1998; justice; Kronos; POK; large boats; second homes; WHO; civils servant,88
682,Kronos; Abila; ministry for health; KRONOS; 1998/05/17; Elodis; Reese; interior; health; Pondo Reese; justice; Tiskele; The Orb; Affairs Foreign; ELODIS; Henk Bodrogi,64
683,"June 19, 2009; Silvia Marek; Jeroen; Wednesday; Elian Karel; three years ago; police force; ABILA; 17; Antaura Karel; 2012/06/22; Elodis; Marek; The Orb; Abila; Juliana Vann; Kronos; POK; Henk Bodrogi; Elian; Juliana",113
684,Kronos; Abila; ethylene glycol; HASR; Elodis; acetic anhydride; 2000/06/01; 1998; Nespola; oncology; The Orb; 89%; cancer; ELODIS; phenol,77
685,Elian Karel; hospital general of Abila; 1993; electric systems; 2009/03/09; ABILA; 1997; six hours; Jon L.; ministers; buddies ministers; position; The Orb; yesterday; 20 years; Abila; Juliana Vann; Kronos of government; 1998; foreign gas operations; GAStech; Kronos; POK; 26 years; Henk Bodrogi; park of town of Abila; non-profit-making hospital; President Araullo; bad health; government; family; Juliana; Saturday; the office of the president; Karel; alien companies,148
686,"""health for all""; Bodrogi; 1990; Tiskele; Joclyn Reynolds; part three; toluene; selenium; SOURCE; xylene arsenic; Sanjorge; KRONOS; Elodis; lead; Reynolds; The Orb; 200 years; ELODIS; Hank Fluss; benzene; May 15, 1998; Sten Sanjorge Jr.; Pondo Reese; gas company; South-East Asia; GAStech; Kronos; worship; Henk Bodrogi; 1998/04/27; Occupied",159
687,Charley Normand; 2001/09/01; Kronos; Griffith Mabel; Abila; Mabel; Elodis; Tiskele; Juliana; The Orb; GAStech; ELODIS; POK,74
688,"""songs of the farmer""; Kronos; federal police force of Kronos; Tiskele; ""this is our ground""; The Orb; GAStech; 2005/04/06; POK; ELODIS",58
689,ABILA; Silvia Marek; Wednesday; No entities detected.; 2012/11/12; The Orb; Kronos; POK,30
690,ABILA; ministry of the interior; President; Sarto; The Truth; foreign investments; 1996/03/15; Tiskele; port extension; new hospital; president Araullo; GAStech; Kronos,46
691,"2012/06/23; Tuesday; Kapelou; The Truth; Elodis; ABILA, Kronos; POK",29
692,ABILA; 2009/02/19; Elian Karel; Abila; GAStech Headquarters; The Truth; Kapelou; Elodis; Rufus Drymiau; GAStech; Kronos; POK; Adrien Carman,64
693,The ministry of health; ABILA; general hospital Abila; Ronald Gerard; The Truth; Elodis; Nespola; 1998/11/10; Tiskele; Tethys; Cesare Nespola; Kronos,51
694,president Kapelou; 2009/06/21; Siopa; Elian Karel; Abila; The Truth; Kronos; POK,36
695,"1995/11/23; Araullo; The Truth; general hospital plants Abila; 350 beds; Trucco; 1930; New general Abila; 100 beds; ABILA, Kronos",49
696,International GAStech; The Truth; Tiskele; 20th year; 5 millions cubic meters; ABILA; general hospital Abila; Tethys; 2014/01/19; Ingrid Barranco; Willem Vasco-Pais; Sten Sanjorge Jr.; Kapelou; Orhan Strum; GAStech; Kronos; Ada Campo-Corrente; Rufus Drymiau; Capitol,91
697,ABILA; The Truth; bldg.; 2011/06/22; Siopa; Kronos; POK,27
